Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound,ClaimedAmount
Jun,5,Wednesday,Pontiac,Urban,Jul,2,Male,Married,32,Third Party,Sedan - Liability,0,5,3254,8,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,4962
Jul,1,Friday,Pontiac,Urban,Jul,1,Male,Married,27,Policy Holder,Sedan - All Perils,1,1,3255,14,400,1,more than 30,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,1994,1,0,6315
Jun,4,Sunday,Toyota,Urban,Jun,5,Female,Married,21,Third Party,Sedan - All Perils,1,1,3256,15,400,4,more than 30,more than 30,1,2 years,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,1,0,7108
May,5,Saturday,Pontiac,Urban,May,5,Male,Married,46,Policy Holder,Sedan - All Perils,1,1,3257,8,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,4721
Apr,4,Monday,Chevrolet,Urban,Apr,4,Male,Married,51,Policy Holder,Sedan - Liability,0,2,3258,6,400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5322
May,1,Sunday,Honda,Urban,May,1,Male,Single,0,Policy Holder,Sedan - All Perils,1,5,3259,1,400,2,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,1994,1,1,5446
Apr,3,Thursday,Honda,Urban,Apr,5,Male,Single,37,Policy Holder,Sedan - Collision,1,1,3260,5,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,4789
Apr,2,Sunday,Pontiac,Urban,Apr,3,Male,Married,31,Policy Holder,Sedan - Collision,1,1,3261,14,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,4808
Mar,1,Tuesday,Toyota,Urban,Mar,3,Male,Married,44,Policy Holder,Sedan - Liability,0,3,3262,1,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,4884
Jan,3,Saturday,Toyota,Urban,Jan,3,Male,Single,34,Policy Holder,Sedan - Collision,1,1,3263,12,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,6317
Jan,3,Saturday,Pontiac,Urban,Jan,3,Male,Married,36,Policy Holder,Sedan - Liability,0,1,3264,12,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,5988
May,3,Friday,Mazda,Urban,May,4,Male,Married,40,Third Party,Sedan - Collision,1,2,3265,14,500,1,more than 30,more than 30,none,7 years,No,No,External,none,2 to 3 years,1 vehicle,1994,2,1,4783
May,2,Thursday,Pontiac,Urban,May,2,Male,Married,32,Policy Holder,Sedan - All Perils,1,1,3266,10,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,5322
Aug,1,Thursday,Pontiac,Rural,Aug,2,Female,Divorced,41,Third Party,Sedan - Collision,1,1,3267,5,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,2,0,4739
May,1,Monday,Pontiac,Rural,May,2,Male,Single,36,Policy Holder,Sedan - Collision,1,0,3268,4,400,3,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,2,1,4876
Mar,4,Wednesday,Chevrolet,Urban,Apr,2,Male,Single,34,Third Party,Sedan - Liability,0,1,3269,12,400,1,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1994,0,0,4327
May,1,Friday,Chevrolet,Urban,May,3,Male,Married,51,Third Party,Sedan - All Perils,1,2,3270,7,400,3,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,5499
May,5,Wednesday,Chevrolet,Urban,May,5,Male,Single,41,Policy Holder,Sedan - Liability,0,2,3271,5,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5854
Jun,1,Thursday,Pontiac,Urban,Jun,1,Male,Married,45,Policy Holder,Sedan - Liability,0,5,3272,7,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,7764
Aug,3,Wednesday,Toyota,Urban,Jul,2,Male,Married,35,Policy Holder,Sedan - All Perils,1,1,3273,4,400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,1,0,8161
May,5,Tuesday,Pontiac,Urban,Jun,3,Male,Married,46,Policy Holder,Sedan - Liability,0,2,3274,4,400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,0,0,3929
Jul,3,Tuesday,Pontiac,Urban,Sep,4,Female,Married,46,Policy Holder,Sedan - Liability,0,2,3275,12,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,5314
May,1,Tuesday,Chevrolet,Urban,May,2,Male,Married,31,Policy Holder,Sedan - Collision,1,1,3276,2,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1994,2,1,5367
Sep,1,Saturday,Toyota,Urban,Sep,1,Female,Married,26,Policy Holder,Sedan - Liability,0,5,3277,14,400,4,more than 30,more than 30,1,5 years,No,No,External,none,1 year,2 vehicles,1994,0,0,4663
Sep,1,Friday,Mazda,Urban,Sep,1,Male,Married,52,Third Party,Sedan - All Perils,1,2,3278,2,400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,6548
Oct,2,Friday,Toyota,Urban,Oct,2,Male,Married,54,Policy Holder,Sedan - Liability,0,1,3279,8,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,4167
May,3,Friday,Mazda,Urban,May,5,Female,Married,54,Third Party,Sedan - Liability,0,1,3280,15,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,0,0,3852
Sep,3,Friday,Pontiac,Urban,Sep,5,Male,Married,39,Policy Holder,Sedan - Liability,0,2,3281,8,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,3 to 4,1994,0,0,4471
Oct,2,Monday,Mazda,Rural,Oct,2,Male,Single,27,Policy Holder,Sedan - All Perils,1,1,3282,12,400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,5469
Oct,1,Thursday,Chevrolet,Urban,Oct,1,Female,Single,31,Policy Holder,Sedan - Collision,1,1,3283,10,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,6024
Sep,5,Friday,Chevrolet,Urban,Oct,1,Male,Single,28,Policy Holder,Sedan - Collision,1,1,3284,4,400,2,more than 30,more than 30,1,7 years,Yes,No,External,1 to 2,no change,1 vehicle,1994,2,0,5337
Jan,4,Sunday,Saab,Urban,Jan,4,Male,Single,42,Policy Holder,Sedan - Liability,0,5,3285,11,400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5479
Mar,2,Sunday,Ford,Urban,Mar,3,Male,Married,52,Policy Holder,Sedan - Liability,0,4,3286,5,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,5420
Dec,1,Tuesday,Honda,Urban,Dec,2,Male,Married,50,Policy Holder,Sedan - Collision,1,1,3287,1,700,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,4588
Mar,5,Thursday,Pontiac,Urban,Apr,1,Male,Married,42,Third Party,Sedan - Collision,1,2,3288,7,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,5490
Oct,2,Tuesday,Pontiac,Urban,Oct,2,Male,Married,39,Policy Holder,Sedan - All Perils,1,1,3289,9,400,4,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,1,0,4939
Oct,1,Tuesday,Mazda,Urban,Oct,1,Male,Married,41,Policy Holder,Sedan - Liability,0,1,3290,4,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,4772
Dec,1,Thursday,Toyota,Urban,Dec,2,Male,Married,51,Third Party,Sedan - Liability,0,1,3291,2,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,0,0,5048
Jun,2,Saturday,Pontiac,Urban,Jun,3,Male,Married,41,Third Party,Sedan - Collision,1,1,3292,13,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,4623
May,2,Monday,Dodge,Urban,May,2,Male,Married,39,Policy Holder,Sedan - Collision,1,2,3293,3,400,4,8 to 15,8 to 15,none,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,4598
Jul,2,Saturday,Pontiac,Urban,Jul,2,Male,Married,26,Third Party,Sedan - Liability,0,2,3294,8,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,5995
Mar,3,Monday,Mazda,Urban,Mar,4,Male,Married,31,Policy Holder,Sedan - Liability,0,1,3295,7,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,5023
Dec,3,Thursday,Toyota,Urban,Dec,3,Male,Married,46,Policy Holder,Sedan - Collision,1,1,3296,8,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,5298
Nov,5,Thursday,Honda,Urban,Dec,1,Male,Married,57,Policy Holder,Sedan - Collision,1,1,3297,3,400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,6069
May,1,Tuesday,Toyota,Urban,May,1,Male,Married,46,Policy Holder,Sedan - Collision,1,1,3298,14,400,1,more than 30,more than 30,1,7 years,No,No,External,none,4 to 8 years,2 vehicles,1994,2,1,5518
Sep,1,Friday,Mazda,Urban,Sep,5,Female,Married,33,Policy Holder,Sedan - Liability,0,1,3299,16,400,1,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,5752
Dec,5,Friday,Chevrolet,Urban,Jan,1,Male,Married,63,Policy Holder,Sedan - Collision,1,2,3300,4,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,4993
Jul,4,Saturday,Pontiac,Urban,Jul,4,Male,Married,47,Policy Holder,Sedan - Collision,1,2,3301,4,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,5819
Aug,3,Sunday,Pontiac,Urban,Aug,3,Male,Married,45,Policy Holder,Sedan - Liability,0,1,3302,5,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,5925
Jul,4,Tuesday,Pontiac,Urban,Aug,2,Female,Married,35,Third Party,Sedan - Collision,1,1,3303,12,400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,7092
Oct,3,Sunday,Honda,Urban,Oct,4,Male,Married,55,Policy Holder,Sedan - Collision,1,1,3304,11,400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,7672
Mar,1,Friday,Pontiac,Urban,Mar,3,Male,Married,33,Policy Holder,Sedan - Liability,0,1,3305,2,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,4629
Sep,5,Friday,Ford,Urban,Oct,1,Male,Married,47,Policy Holder,Utility - All Perils,2,5,3306,2,400,3,more than 30,more than 30,1,more than 7,Yes,No,External,more than 5,no change,1 vehicle,1994,1,0,6989
Sep,5,Thursday,Honda,Urban,Oct,1,Female,Single,23,Policy Holder,Sedan - All Perils,1,1,3307,14,400,1,more than 30,more than 30,none,3 years,No,No,External,none,no change,1 vehicle,1994,1,0,5925
Sep,4,Wednesday,Pontiac,Urban,Sep,4,Male,Single,50,Policy Holder,Sedan - Liability,0,2,3308,13,400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,4864
May,4,Wednesday,Toyota,Urban,May,4,Male,Married,26,Third Party,Sedan - Collision,1,1,3309,3,400,3,more than 30,more than 30,1,6 years,No,No,Internal,none,no change,1 vehicle,1994,2,0,5230
May,4,Thursday,Pontiac,Urban,May,5,Male,Married,41,Policy Holder,Sedan - Collision,1,1,3310,2,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,6359
May,4,Thursday,Honda,Urban,May,4,Male,Married,80,Third Party,Sport - Collision,0,5,3311,16,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,2,0,4991
Jan,3,Thursday,Honda,Urban,Jan,4,Male,Married,55,Policy Holder,Sport - Collision,0,5,3312,8,400,4,more than 30,more than 30,none,more than 7,Yes,No,External,none,no change,1 vehicle,1994,2,0,7811
Jan,3,Friday,Toyota,Urban,Jan,4,Female,Single,22,Third Party,Sedan - Collision,1,1,3313,1,400,2,more than 30,more than 30,2 to 4,6 years,Yes,No,External,none,no change,1 vehicle,1994,2,0,4742
Jan,3,Monday,Toyota,Urban,Jan,3,Male,Married,57,Policy Holder,Sedan - Liability,0,1,3314,5,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,0,0,5197
Jan,3,Tuesday,Pontiac,Urban,Jan,3,Female,Single,21,Policy Holder,Sedan - Liability,0,0,3315,7,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,4278
May,1,Monday,Chevrolet,Urban,May,5,Female,Married,46,Policy Holder,Sedan - Liability,0,1,3316,15,500,4,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994,0,0,4761
May,3,Wednesday,Honda,Urban,May,4,Male,Married,42,Third Party,Sedan - Collision,1,1,3317,6,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,2,0,4769
Jun,2,Sunday,Pontiac,Urban,Jun,2,Male,Single,24,Policy Holder,Sedan - Liability,0,1,3318,12,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,6110
Aug,1,Thursday,Mazda,Urban,Aug,1,Male,Single,48,Policy Holder,Sedan - Liability,0,2,3319,10,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,none,4 to 8 years,2 vehicles,1994,0,0,4920
Sep,4,Monday,Toyota,Rural,Oct,1,Male,Single,35,Policy Holder,Sedan - Liability,0,2,3320,1,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,7537
Oct,1,Monday,Mazda,Urban,Oct,1,Male,Married,35,Policy Holder,Sedan - Liability,0,5,3321,16,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,6606
Oct,2,Wednesday,Pontiac,Urban,Dec,2,Male,Married,44,Third Party,Sedan - Liability,0,2,3322,15,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,3 to 4,1994,0,0,4839
Dec,3,Saturday,Toyota,Urban,Dec,3,Male,Single,28,Third Party,Sedan - Collision,1,2,3323,15,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1994,2,0,4915
Dec,3,Monday,Ford,Urban,Dec,4,Male,Married,27,Policy Holder,Sedan - Collision,1,2,3324,1,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,5813
Jan,2,Friday,Chevrolet,Urban,Jan,3,Male,Single,27,Third Party,Sedan - Liability,0,2,3325,9,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5521
Apr,1,Monday,Honda,Urban,Apr,2,Male,Married,64,Policy Holder,Sedan - Collision,1,2,3326,9,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,4381
Apr,1,Tuesday,Mazda,Urban,Apr,1,Male,Married,61,Third Party,Sedan - Liability,0,5,3327,13,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,0,0,4289
Jun,3,Tuesday,Mazda,Urban,Jun,3,Male,Married,62,Policy Holder,Sedan - Liability,0,1,3328,12,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,5596
Aug,4,Sunday,VW,Urban,Aug,5,Male,Married,42,Policy Holder,Sedan - Liability,0,5,3329,14,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,0,0,5794
Sep,3,Thursday,Pontiac,Urban,Oct,1,Male,Single,26,Policy Holder,Sedan - All Perils,1,1,3330,3,400,2,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,5514
Dec,3,Wednesday,Dodge,Urban,Dec,4,Male,Married,35,Policy Holder,Sedan - Liability,0,2,3331,2,400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,0,0,5604
Dec,4,Tuesday,Mazda,Urban,Dec,4,Female,Single,33,Policy Holder,Sedan - Liability,0,1,3332,5,400,4,more than 30,more than 30,2 to 4,4 years,No,No,External,none,no change,1 vehicle,1994,0,0,5116
Oct,1,Sunday,Pontiac,Rural,Oct,1,Male,Married,31,Third Party,Sedan - Collision,1,1,3333,3,400,4,more than 30,more than 30,2 to 4,7 years,Yes,No,External,none,no change,1 vehicle,1994,2,0,5158
Jul,4,Wednesday,Pontiac,Urban,Aug,2,Male,Married,49,Third Party,Sedan - All Perils,1,1,3334,8,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,4759
May,1,Wednesday,Honda,Urban,May,2,Male,Single,20,Policy Holder,Sport - Collision,0,5,3335,6,400,2,more than 30,more than 30,none,3 years,No,No,External,none,no change,1 vehicle,1994,2,1,6851
Mar,5,Friday,Honda,Urban,Jun,2,Male,Single,29,Policy Holder,Sedan - All Perils,1,1,3336,4,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,1,0,6745
Jan,3,Wednesday,Pontiac,Urban,Jan,4,Male,Married,60,Policy Holder,Sedan - All Perils,1,0,3337,6,400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,1,0,6686
Jan,2,Friday,Chevrolet,Rural,Jan,3,Male,Married,76,Third Party,Sedan - All Perils,1,2,3338,12,400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,1,0,5515
Nov,2,Saturday,Chevrolet,Urban,Nov,3,Male,Married,57,Policy Holder,Sedan - Collision,1,1,3339,15,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,2,0,5186
Nov,2,Monday,Toyota,Urban,Nov,2,Male,Single,34,Policy Holder,Sedan - Collision,1,1,3340,16,400,3,more than 30,more than 30,1,6 years,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,2,0,4508
Nov,1,Friday,Honda,Urban,Nov,2,Female,Married,34,Third Party,Sport - Collision,0,5,3341,7,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,5734
Oct,3,Friday,Toyota,Urban,Oct,3,Male,Married,31,Policy Holder,Sedan - Liability,0,1,3342,7,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,0,0,5704
Oct,1,Tuesday,Pontiac,Urban,Oct,1,Male,Married,45,Policy Holder,Sedan - Collision,1,2,3343,15,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,2,0,7010
Sep,2,Thursday,Mazda,Urban,Sep,2,Male,Single,30,Policy Holder,Sedan - All Perils,1,1,3344,1,400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,5441
Jul,4,Saturday,Chevrolet,Urban,Aug,3,Male,Single,44,Third Party,Sedan - Liability,0,1,3345,1,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,5609
Jul,1,Sunday,Mazda,Rural,Jul,1,Male,Married,55,Third Party,Sedan - Collision,1,2,3346,8,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,2,0,7228
Jun,1,Thursday,Ford,Urban,Jun,2,Male,Single,55,Third Party,Sedan - All Perils,1,0,3347,16,400,4,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,1,0,7477
May,2,Wednesday,Chevrolet,Urban,May,2,Male,Married,26,Policy Holder,Sedan - Collision,1,1,3348,3,400,4,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,2,0,6455
May,1,Sunday,Honda,Urban,May,1,Male,Single,0,Policy Holder,Sedan - Liability,0,5,3349,7,400,2,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,1994,0,0,4886
Jun,2,Saturday,Accura,Urban,Jun,3,Male,Married,31,Policy Holder,Utility - All Perils,2,5,3350,15,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,5587
Jun,1,Friday,Pontiac,Urban,Jun,1,Female,Single,31,Policy Holder,Sedan - Collision,1,1,3351,7,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,5196
Jun,1,Friday,Chevrolet,Urban,Jun,1,Male,Married,53,Policy Holder,Sedan - Collision,1,2,3352,12,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,2,0,4263
Oct,3,Monday,Chevrolet,Urban,Oct,3,Female,Single,37,Policy Holder,Sedan - Liability,0,1,3353,10,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,0,0,4820
Oct,3,Monday,Pontiac,Urban,Oct,3,Male,Married,64,Third Party,Sedan - All Perils,1,2,3354,7,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,1,0,5671
Oct,3,Monday,Honda,Urban,Oct,3,Female,Single,27,Third Party,Sedan - All Perils,1,0,3355,16,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1994,1,0,6732
Aug,1,Wednesday,Toyota,Urban,Oct,2,Male,Married,68,Policy Holder,Sedan - All Perils,1,1,3356,4,400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,1,0,5704
May,1,Thursday,Pontiac,Urban,May,2,Male,Married,46,Third Party,Sedan - All Perils,1,1,3357,12,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,1,0,6391
Jan,5,Sunday,Honda,Urban,Feb,1,Female,Single,29,Policy Holder,Sedan - Collision,1,1,3358,10,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,2,0,4923
May,2,Sunday,Chevrolet,Urban,May,2,Male,Single,34,Policy Holder,Sedan - Liability,0,1,3359,10,400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1994,0,0,5129
